Sent,Recv
130,38
131,38
132,38
132,0
125,37
126,37
128,37
126,37
124,37
122,37
121,37
122,37
120,37
120,0
119,37
117,37
119,0
123,37
114,37
117,37
115,37
117,37
116,0
117,37
118,37
116,0
118,37
111,37
118,37
116,37
117,37
113,37
114,37
116,0
115,37
116,37
117,37
112,37
117,37
115,37
115,37
113,0
116,37
111,37
117,37
113,37
116,0
115,37
118,0
115,37
114,37
115,37
118,37
117,37
115,0
115,37
113,37
116,37
112,0
117,37
116,37
120,37
114,37
116,37
119,37
118,37
114,37
116,37
115,37
115,37
112,0
111,37
107,37
108,37
107,37
103,37
100,37
105,37
107,37
110,37
121,37
132,37
151,37
174,0
203,38
226,38
233,38
233,38
233,38
233,38
233,38
233,38
233,38
233,0
233,38
233,0
233,38
226,38
203,38
167,38
145,38
120,38
102,38
87,38
70,38
66,38
63,38
56,0
57,36
60,36
61,36
65,36
67,36
78,36
82,36
86,0
93,37
97,0
101,37
107,37
106,37
113,0
110,37
113,37
119,37
118,37
117,37
116,37
117,0
118,37
119,37
119,37
119,37
119,0
117,37
119,0
122,37
118,37
120,37
119,37
121,0
121,37
125,37
123,37
120,37
124,37
122,37
123,37
125,37
124,37
127,37
125,0
126,37
126,37
127,37
131,37
131,37
134,37
136,0
130,0
133,37
132,37
134,37
135,37
135,37
136,37
139,38
138,38
143,0
141,38
149,38
144,38
147,38
145,0
152,38
152,38
152,38
150,38
155,0
154,38
160,38
160,38
160,38
156,38
161,38
165,0
168,38
169,0
165,38
170,38
172,38
168,0
173,0
174,38
174,38
173,38
176,38
177,0
179,38
179,38
180,38
181,38
183,38
182,38
182,38
184,38
180,0
185,38
185,0
185,38
187,38
181,38
181,38
186,38
185,0
185,38
183,38
185,38
185,38
184,38
182,38
178,38
182,38
182,0
180,38
177,38
179,38
178,38
178,38
173,38
173,38
173,38
171,38
167,38
169,38
168,38
166,38
165,0
162,38
164,38
159,38
158,38
158,38
158,38
152,38
151,0
148,38
151,38
147,38
148,38
148,38
145,0
145,38
143,38
144,38
142,38
139,38
139,38
140,38
138,0
133,38
136,38
132,38
136,38
134,38
132,38
131,37
130,37
131,37
128,37
128,37
129,37
126,37
125,37
123,37
123,37
121,37
126,37
127,37
126,37
120,37
124,37
125,37
121,37
122,37
118,37
122,37
119,37
121,37
118,37
121,37
122,0
119,37
118,37
116,37
119,37
118,37
116,37
120,37
118,37
117,37
118,37
121,37
120,0
119,37
120,37
116,37
119,0
119,37
118,37
119,37
117,37
119,37
120,37
113,37
121,37
113,37
117,37
120,37
118,37
116,37
116,37
120,37
115,37
120,37
118,37
116,37
117,37
116,37
120,37
120,37
115,37
117,37
117,37
121,37
116,37
121,0
118,37
116,37
117,37
117,37
116,0
118,37
116,37
114,37
117,37
115,37
117,37
116,37
116,37
122,37
118,37
119,37
115,37
117,37
119,37
116,0
120,37
116,37
118,37
117,37
118,0
117,37
118,37
118,0
117,37
119,37
118,0
118,37
117,37
120,37
118,37
117,37
118,37
121,0
115,37
119,37
114,37
118,0
121,37
119,37
118,37
117,0
118,37
117,37
116,37
117,0
118,37
116,0
116,37
115,37
119,37
119,37
118,37
120,37
118,37
119,37
118,37
118,37
117,37
122,37
117,37
116,37
119,37
118,37
115,37
120,0
117,38
116,38
120,37
119,37
115,38
121,38
119,37
118,37
121,37
118,37
117,37
116,37
119,37
118,37
118,37
116,37
118,37
117,37
115,37
115,37
119,37
112,37
118,37
116,37
120,37
116,37
119,37
117,37
118,37
119,37
116,37
119,37
115,37
118,37
119,37
119,37
121,37
116,37
115,37
115,37
118,37
118,37
117,37
115,37
119,37
115,37
120,37
123,37
118,37
119,37
117,37
114,37
117,37
116,0
115,37
122,0
119,37
120,37
119,0
120,37
122,37
121,0
123,38
122,38
123,38
121,38
121,0
125,37
127,0
125,37
129,37
130,37
127,37
131,37
134,37
135,37
133,0
137,37
139,0
139,38
138,38
138,38
138,0
140,38
140,38
141,0
139,38
140,38
138,38
139,38
139,38
135,38
132,38
137,38
134,38
129,38
129,0
131,0
128,38
126,38
129,38
123,38
123,37
124,37
123,37
123,37
123,37
121,37
121,37
119,37
119,0
118,37
118,37
119,37
118,37
117,37
115,37
117,37
116,37
117,37
120,37
115,37
117,37
118,37
116,37
120,0
115,37
116,37
114,37
115,0
116,0
117,37
116,37
118,37
115,37
115,37
121,37
116,37
114,37
114,37
114,37
117,37
115,37
116,37
115,0
117,37
114,37
113,0
116,37
116,37
116,37
114,37
116,37
114,37
114,37
113,37
118,37
116,37
116,37
117,37
120,37
111,37
112,37
111,37
109,0
107,37
106,0
102,37
103,37
102,37
103,37
106,37
112,37
119,0
138,37
152,37
170,37
197,0
222,38
233,38
233,38
233,38
233,38
233,38
233,38
233,0
233,38
233,0
233,38
233,0
224,38
196,38
168,38
141,38
119,38
100,38
84,0
73,37
65,0
57,37
53,37
55,0
57,36
58,36
65,36
70,36
76,36
83,36
83,36
90,36
95,0
99,0
101,0
103,37
108,37
108,0
111,0
111,37
111,37
114,37
114,37
116,37
119,37
116,37
116,37
113,37
113,37
119,37
114,37
114,0
117,37
117,37
115,37
117,37
120,37
116,37
116,37
121,37
120,37
118,37
117,37
119,37
121,37
124,37
120,0
123,37
125,0
119,37
127,37
123,37
127,37
127,37
130,37
130,37
125,37
129,37
132,38
132,38
134,38
136,38
137,38
136,0
134,38
138,0
141,38
139,38
144,38
146,38
145,0
141,0
145,38
153,0
149,38
148,38
155,38
154,38
158,38
158,38
159,38
160,38
162,38
167,38
165,38
162,38
167,0
169,38
170,38
168,38
173,38
173,38
177,0
172,38
173,38
174,38
174,0
174,38
171,38
176,38
178,38
177,38
182,0
179,38
181,38
179,38
180,38
179,38
181,38
179,38
179,38
178,38
177,38
178,38
181,38
175,38
176,38
177,38
176,38
173,38
167,38
172,38
165,38
171,0
168,38
168,38
163,38
161,38
163,38
161,0
159,38
159,38
162,38
157,0
156,38
155,38
155,38
150,38
145,38
147,38
148,38
143,38
143,38
141,38
144,38
141,38
140,38
138,38
136,38
135,0
131,38
128,38
132,38
131,38
132,38
131,38
130,38
124,38
125,38
125,38
129,38
126,0
124,38
121,38
119,38
122,37
117,37
118,37
118,0
121,37
116,0
112,37
117,37
114,37
115,0
115,37
114,37
116,37
111,37
112,37
114,37
112,37
110,37
114,37
114,37
112,37
108,37
113,0
108,37
112,0
109,37
109,0
110,37
110,37
109,0
112,37
110,37
112,37
111,37
109,0
108,37
107,0
110,37
109,37
105,37
109,37
108,0
113,37
106,37
107,37
112,37
112,37
108,37
108,37
111,37
105,37
106,37
109,37
112,37
108,37
109,0
111,37
113,37
108,37
109,37
113,0
106,0
111,37
107,37
109,37
108,37
107,37
107,37
109,37
111,0
109,37
109,37
110,37
107,37
110,37
110,37
114,37
108,37
108,37
110,37
110,0
108,37
108,37
110,0
107,37
108,0
109,37
110,0
107,37
105,37
105,37
106,37
106,0
108,37
106,37
107,37
107,37
108,37
111,37
110,37
108,37
107,37
107,37
109,37
109,37
107,37
108,0
104,37
109,37
110,0
108,37
112,37
106,37
109,37
108,37
108,37
108,37
108,37
110,0
111,37
108,37
110,37
107,37
109,37
106,37
110,37
112,37
108,37
104,37
107,37
110,37
109,0
108,37
110,37
109,37
110,37
110,37
111,37
108,37
109,0
107,37
107,37
111,0
108,37
109,37
108,37
107,37
108,37
110,37
109,37
104,37
107,37
111,37
107,37
104,0
111,37
109,0
107,0
107,0
110,37
106,37
110,37
108,37
108,0
108,37
107,37
109,37
106,37
104,37
109,37
109,37
108,37
108,37
107,37
109,37
107,0
106,0
107,37
111,37
104,37
108,37
104,37
107,0
107,37
104,37
108,37
107,37
104,37
110,37
111,37
111,37
109,37
109,37
112,37
113,37
112,37
108,37
111,37
112,37
109,37
114,37
118,37
116,0
118,37
117,37
117,37
119,37
118,37
119,37
124,37
125,37
122,37
127,37
126,37
127,37
128,37
130,0
129,37
132,0
130,38
131,38
128,38
134,38
131,38
131,0
126,38
127,38
130,37
127,37
122,37
127,37
123,37
125,37
121,37
121,37
121,37
116,37
115,37
116,37
117,37
112,37
110,37
114,37
111,37
110,37
107,37
109,0
109,0
111,0
107,37
112,0
107,37
107,37
111,37
108,37
106,37
107,37
110,37
110,0
105,37
107,0
107,37
105,0
107,0
107,37
109,37
109,37
106,37
106,37
108,37
106,37
108,37
107,37
105,0
105,37
110,37
106,37
110,0
106,0
107,37
111,37
105,37
103,0
109,37
105,37
107,0
106,37
107,0
105,37
106,37
108,37
105,37
105,37
106,37
104,37
106,37
107,37
105,37
105,0
105,37
103,37
104,37
103,37
98,37
97,0
94,37
94,37
97,37
98,37
99,37
113,37
128,0
143,38
168,38
190,0
215,38
233,38
233,38
233,38
233,38
233,38
233,38
233,0
233,38
233,0
233,38
233,38
218,38
189,0
162,38
134,0
114,0
91,37
78,0
67,37
56,37
50,37
48,37
41,37
49,37
51,37
56,37
63,37
67,37
70,37
78,0
83,37
88,0
92,37
98,37
96,37
101,0
105,0
101,0
106,37
105,37
106,37
106,37
108,37
112,37
106,37
107,37
107,0
113,37
109,37
110,37
109,37
108,0
110,37
116,37
114,37
110,37
113,37
111,37
109,37
115,37
116,37
116,37
114,37
115,37
117,37
117,37
116,37
115,37
119,37
121,0
117,37
122,0
122,37
124,37
125,37
123,37
122,0
125,38
129,38
127,38
128,38
127,38
135,38
134,38
135,0
137,38
