Sent,Recv
233,227
233,227
233,192
233,192
233,232
233,232
233,192
233,232
233,232
233,192
233,192
224,232
197,192
172,196
144,171
121,171
104,171
86,171
76,171
66,171
59,171
57,171
57,171
60,56
60,56
66,56
71,56
78,56
80,64
90,79
94,79
95,79
104,64
109,103
110,64
113,109
113,64
111,64
112,64
117,111
116,64
116,115
118,115
119,64
116,118
118,118
122,118
117,64
121,116
119,116
121,64
122,64
122,121
122,121
119,64
123,118
120,118
123,118
123,64
124,64
124,64
122,64
122,121
127,64
126,127
128,127
127,127
125,64
130,124
128,124
130,124
129,128
134,128
130,128
132,129
134,129
133,133
137,133
140,133
137,133
140,133
135,133
141,133
142,133
142,133
147,141
146,128
147,128
148,147
146,147
149,128
155,128
150,154
154,128
156,153
162,153
161,153
160,128
165,159
162,128
167,161
164,161
170,161
168,128
168,167
171,167
173,167
173,167
176,167
175,167
178,174
179,177
179,128
179,178
181,128
182,180
186,128
184,185
185,185
190,185
185,185
185,185
186,185
183,128
184,128
184,183
186,128
185,128
185,184
187,184
186,128
183,185
182,128
185,181
184,128
178,128
180,177
180,177
181,177
180,128
178,128
177,177
175,128
173,128
172,128
172,128
171,128
166,128
167,165
167,128
165,166
164,128
164,163
159,163
157,128
158,156
159,128
159,158
156,158
151,155
152,128
151,151
150,150
149,150
145,150
146,150
145,150
145,128
141,144
140,128
135,128
138,135
137,128
135,128
136,135
135,128
130,135
134,128
131,133
132,133
128,133
130,133
129,133
129,133
128,133
127,133
124,133
123,133
124,133
125,133
123,64
125,64
123,124
122,124
122,64
123,121
123,121
126,121
120,121
121,121
122,64
121,64
120,64
118,64
119,117
118,117
117,117
118,64
118,117
121,117
121,117
118,117
119,117
116,117
118,117
120,117
121,64
118,64
121,64
116,64
116,115
120,115
122,115
120,115
118,64
114,117
115,117
119,117
118,117
116,117
119,117
119,117
120,64
119,120
121,120
118,64
118,117
120,117
116,64
124,115
119,64
119,118
119,64
122,119
120,119
115,119
121,64
118,120
118,120
116,64
119,115
117,115
118,115
118,115
122,115
122,115
118,115
118,115
118,115
120,64
118,119
117,119
120,119
117,119
118,119
115,119
120,119
122,119
120,119
121,64
117,120
119,120
116,120
118,120
120,117
118,117
115,117
116,117
115,117
119,117
122,117
121,117
114,117
121,64
120,120
115,64
118,64
120,117
119,117
116,117
119,117
114,117
118,117
120,64
118,64
117,118
120,64
120,119
121,119
120,119
120,119
119,119
118,64
118,117
118,117
116,117
